cnae_2digitos,cd_cnpj,nu_ordem,cd_ramo_atividade,de_ramo_atividade,ramo_atividade,divisoes
47,15279682000190,2,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,14286913000120,0,4755502,"CABELEIREIROS, MANICURE E PEDICURE",Varejo,COMÉRCIO VAREJISTA
47,06271955000160,0,4742300,COMERCIO VAREJISTA DE MATERIAL ELETRICO,Varejo,COMÉRCIO VAREJISTA
47,14138244000140,2,4782201,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,15279682000190,0,4722901,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,15279682000190,1,4723700,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,12943990000180,1,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,15222304000170,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,14108214000190,3,4744099,COMERCIO VAREJISTA DE TINTAS E MATERIAIS PARA PINTURA,Varejo,COMÉRCIO VAREJISTA
47,15222304000170,1,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,Varejo,COMÉRCIO VAREJISTA
47,17020128000110,1,4782201,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,14108214000190,2,4744001,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,09653273000100,4,4781400,PADARIA E CONFEITARIA COM PREDOMINANCIA DE REVENDA,Varejo,COMÉRCIO VAREJISTA
47,17020128000110,0,4781400,"CABELEIREIROS, MANICURE E PEDICURE",Varejo,COMÉRCIO VAREJISTA
47,14108214000190,0,4712100,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Varejo,COMÉRCIO VAREJISTA
47,14108214000190,1,4741500,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,15219234000100,3,4757100,OUTRAS OBRAS DE INSTALACOES EM CONSTRUCOES NAO ESPECIFICADAS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,15733735000100,4,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,15733735000100,3,4763601,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,10585102000170,0,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,Varejo,COMÉRCIO VAREJISTA
47,03608600002250,0,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",Varejo,COMÉRCIO VAREJISTA
47,15739624000100,0,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,15733735000100,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,16626274000120,0,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,14138244000140,1,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,15733735000100,1,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,15733735000100,2,4759899,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,Varejo,COMÉRCIO VAREJISTA
47,16182834026080,0,4751200,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,Varejo,COMÉRCIO VAREJISTA
47,13819009000170,1,4723700,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,04923959000230,3,4744004,EXTRACAO E BRITAMENTO DE PEDRAS E OUTROS MATERIAIS PARA CONSTRUCAO E BENEFICIAMENTO ASSOCIADO,Varejo,COMÉRCIO VAREJISTA
47,13819009000170,0,4721102,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,14064629000100,1,4783101,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,Varejo,COMÉRCIO VAREJISTA
47,06189067000100,3,4772500,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,08455772000120,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,14064629000100,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA,Varejo,COMÉRCIO VAREJISTA
47,06189067000100,1,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Varejo,COMÉRCIO VAREJISTA
47,06189067000100,2,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,12961974000110,0,4762800,"COMERCIO VAREJISTA DE DISCOS, CDS, DVDS E FITAS",Varejo,COMÉRCIO VAREJISTA
47,65212607000180,3,4781400,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",Varejo,COMÉRCIO VAREJISTA
47,65212607000180,2,4722901,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",Varejo,COMÉRCIO VAREJISTA
47,01796716000100,0,4711302,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",Varejo,COMÉRCIO VAREJISTA
47,12101520000170,3,4789001,FABRICACAO DE BIJUTERIAS E ARTEFATOS SEMELHANTES,Varejo,COMÉRCIO VAREJISTA
47,65212607000180,1,4721102,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,08462628000110,1,4753900,INSTALACAO E MANUTENCAO ELETRICA,Varejo,COMÉRCIO VAREJISTA
47,14190089000100,1,4755503,"COMERCIO VAREJISTA DE ARTIGOS DE CAMA, MESA E BANHO",Varejo,COMÉRCIO VAREJISTA
47,11567637000180,0,4781400,"CABELEIREIROS, MANICURE E PEDICURE",Varejo,COMÉRCIO VAREJISTA
47,65212607000180,0,4711302,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,13819009000170,2,4729699,FORNECIMENTO DE ALIMENTOS PREPARADOS PREPONDERANTEMENTE PARA CONSUMO DOMICILIAR,Varejo,COMÉRCIO VAREJISTA
47,11757919000140,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,93592053000120,0,4773300,COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,Varejo,COMÉRCIO VAREJISTA
47,14035618000100,0,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,01522225000170,0,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,15317299000180,2,4781400,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",Varejo,COMÉRCIO VAREJISTA
47,08011204000300,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,07780388000130,0,4754702,COMERCIO VAREJISTA DE ARTIGOS DE COLCHOARIA,Varejo,COMÉRCIO VAREJISTA
47,08011204000300,1,4784900,COMERCIO VAREJISTA DE GAS LIQUEFEITO DE PETROLEO GLP,Varejo,COMÉRCIO VAREJISTA
47,02492300000160,0,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,89058275000190,0,4729601,TABACARIA,Varejo,COMÉRCIO VAREJISTA
47,06189067000100,0,4712100,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,15096400000110,1,4712100,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,Varejo,COMÉRCIO VAREJISTA
47,14190089000100,4,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,14190089000100,3,4763601,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,Varejo,COMÉRCIO VAREJISTA
47,04618594000150,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",Varejo,COMÉRCIO VAREJISTA
47,10628512000150,1,4713002,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,10628512000150,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,14190089000100,2,4759801,"COMERCIO VAREJISTA DE ARTIGOS DE TAPECARIA, CORTINAS E PERSIANAS",Varejo,COMÉRCIO VAREJISTA
47,10628512000150,2,4729699,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",Varejo,COMÉRCIO VAREJISTA
47,08003788000100,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,14190089000100,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,11826355000150,1,4781400,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,11826355000150,0,4729699,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,12500695000150,0,4722901,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,12500695000150,1,4724500,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,Varejo,COMÉRCIO VAREJISTA
47,13937319000190,0,4713002,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,10933277000120,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,12823688000270,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",Varejo,COMÉRCIO VAREJISTA
47,13937319000190,2,4771703,"LANCHONETES, CASAS DE CHA, DE SUCOS E SIMILARES",Varejo,COMÉRCIO VAREJISTA
47,13937319000190,1,4729699,COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS HOMEOPATICOS,Varejo,COMÉRCIO VAREJISTA
47,15306892000120,0,4789002,COMERCIO VAREJISTA DE PLANTAS E FLORES NATURAIS,Varejo,COMÉRCIO VAREJISTA
47,15294833000180,0,4782201,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,13991164000170,0,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,09206584000120,0,4721104,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",Varejo,COMÉRCIO VAREJISTA
47,10455730000130,4,4744099,"OBRAS DE URBANIZACAO  RUAS, PRACAS E CALCADAS",Varejo,COMÉRCIO VAREJISTA
47,13991164000170,1,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,12974469000100,0,4772500,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,15822291000170,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,13679081000140,1,4712100,FABRICACAO DE PRODUTOS DE PADARIA E CONFEITARIA COM PREDOMINANCIA DE PRODUCAO PROPRIA,Varejo,COMÉRCIO VAREJISTA
47,11421804000180,0,4712100,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,14604488000170,1,4781400,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",Varejo,COMÉRCIO VAREJISTA
47,12500695000150,2,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,13179646000120,3,4757100,"COMERCIO VAREJISTA ESPECIALIZADO DE PECAS E ACESSORIOS PARA APARELHOS ELETROELETRONICOS PARA USO DOMESTICO, EXCETO INFORMATICA E COMUNICACAO",Varejo,COMÉRCIO VAREJISTA
47,13581096000170,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DE JOALHERIA,Varejo,COMÉRCIO VAREJISTA
47,12101520000170,2,4781400,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,11993814000190,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,13581096000170,1,4783101,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,05796510000130,0,4712100,COMERCIO VAREJISTA DE CARNES  ACOUGUES,Varejo,COMÉRCIO VAREJISTA
47,13101855000150,0,4789001,"ATIVIDADES DE PRODUCAO DE FOTOGRAFIAS, EXCETO AEREA E SUBMARINA",Varejo,COMÉRCIO VAREJISTA
47,05796510000130,1,4722901,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,13581096000170,2,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,12101520000170,1,4755503,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,12988250000160,2,4755503,REPARACAO DE ARTIGOS DO MOBILIARIO,Varejo,COMÉRCIO VAREJISTA
47,12988250000160,1,4754701,COMERCIO VAREJISTA DE MOVEIS,Varejo,COMÉRCIO VAREJISTA
47,11980550000130,1,4781400,"FABRICACAO DE ACESSORIOS DO VESTUARIO, EXCETO PARA SEGURANCA E PROTECAO",Varejo,COMÉRCIO VAREJISTA
47,15140876000100,2,4781400,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",Varejo,COMÉRCIO VAREJISTA
47,13990398000100,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,03770003000100,3,4757100,MANUTENCAO E REPARACAO DE MAQUINAS E APARELHOS DE REFRIGERACAO E VENTILACAO PARA USO INDUSTRIAL E COMERCIAL,Varejo,COMÉRCIO VAREJISTA
47,03770003000100,2,4753900,"INSTALACAO E MANUTENCAO DE SISTEMAS CENTRAIS DE AR CONDICIONADO, DE VENTILACAO E REFRIGERACAO",Varejo,COMÉRCIO VAREJISTA
47,07648079000100,1,4785799,RECUPERACAO DE MATERIAIS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,14540474000130,0,4729699,COMERCIO VAREJISTA DE PRODUTOS ALIMENTICIOS EM GERAL OU ESPECIALIZADO EM PRODUTOS ALIMENTICIOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,00591913000200,0,4774100,COMERCIO VAREJISTA DE ARTIGOS DE OPTICA,Varejo,COMÉRCIO VAREJISTA
47,17020128000110,2,4789001,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,09190312000180,2,4781400,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",Varejo,COMÉRCIO VAREJISTA
47,15500768000100,0,4723700,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,51152544000100,0,4711301,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  HIPERMERCADOS",Varejo,COMÉRCIO VAREJISTA
47,15616244000170,2,4753900,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,12745099000210,0,4754701,COMERCIO VAREJISTA DE MOVEIS,Varejo,COMÉRCIO VAREJISTA
47,97526042000100,2,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,10799551000110,2,4789001,"CONFECCAO DE PECAS DE VESTUARIO, EXCETO ROUPAS INTIMAS E AS CONFECCIONADAS SOB MEDIDA",Varejo,COMÉRCIO VAREJISTA
47,09606992000170,1,4761003,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,Varejo,COMÉRCIO VAREJISTA
47,10706137000110,0,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Varejo,COMÉRCIO VAREJISTA
47,10799551000110,1,4781400,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,13130678000130,1,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,79344362000150,0,4752100,COMERCIO VAREJISTA DE ARTIGOS DE PAPELARIA,Varejo,COMÉRCIO VAREJISTA
47,13130678000130,2,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,07386353000110,0,4763601,COMERCIO VAREJISTA DE BRINQUEDOS E ARTIGOS RECREATIVOS,Varejo,COMÉRCIO VAREJISTA
47,79344362000150,1,4761003,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,13130678000130,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,15210072000130,3,4755502,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE ELETRODOMESTICOS, MOVEIS E ARTIGOS DE USO DOMESTICO",Varejo,COMÉRCIO VAREJISTA
47,79344362000150,3,4782201,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,Varejo,COMÉRCIO VAREJISTA
47,79344362000150,2,4781400,COMERCIO VAREJISTA DE CALCADOS,Varejo,COMÉRCIO VAREJISTA
47,09190312000180,1,4773300,COMERCIO VAREJISTA DE ARTIGOS MEDICOS E ORTOPEDICOS,Varejo,COMÉRCIO VAREJISTA
47,54823703000220,0,4744001,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Varejo,COMÉRCIO VAREJISTA
47,13094307000140,0,4722901,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,Varejo,COMÉRCIO VAREJISTA
47,14494684000130,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,08096535000110,0,4744001,COMERCIO VAREJISTA DE ANIMAIS VIVOS E DE ARTIGOS E ALIMENTOS PARA ANIMAIS DE ESTIMACAO,Varejo,COMÉRCIO VAREJISTA
47,14856234000140,2,4789099,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,03299418000210,0,4789099,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,08096535000110,1,4763604,"COMERCIO VAREJISTA DE ARTIGOS DE CACA, PESCA E CAMPING",Varejo,COMÉRCIO VAREJISTA
47,14856234000140,0,4755502,COMERCIO VAREJISTA DE ARTIGOS DE ARMARINHO,Varejo,COMÉRCIO VAREJISTA
47,14856234000140,1,4789001,COMERCIO VAREJISTA DE OUTROS PRODUTOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,02117243000130,0,4752100,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS DE TELEFONIA E COMUNICACAO,Varejo,COMÉRCIO VAREJISTA
47,10724439000110,0,4711302,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,82496787000270,0,4755501,COMERCIO VAREJISTA DE TECIDOS,Varejo,COMÉRCIO VAREJISTA
47,10724439000110,1,4713002,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  SUPERMERCADOS",Varejo,COMÉRCIO VAREJISTA
47,10724439000110,2,4723700,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",Varejo,COMÉRCIO VAREJISTA
47,15616244000170,3,4781400,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,Varejo,COMÉRCIO VAREJISTA
47,46217279000160,0,4753900,COMERCIO VAREJISTA DE OUTROS ARTIGOS DE USO PESSOAL E DOMESTICO NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,08096535000110,2,4789004,COMERCIO VAREJISTA DE FERRAGENS E FERRAMENTAS,Varejo,COMÉRCIO VAREJISTA
47,02283758000100,2,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,46217279000160,1,4759899,COMERCIO VAREJISTA ESPECIALIZADO DE ELETRODOMESTICOS E EQUIPAMENTOS DE AUDIO E VIDEO,Varejo,COMÉRCIO VAREJISTA
47,04550571000150,0,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,15210072000130,4,4781400,"REPRESENTANTES COMERCIAIS E AGENTES DO COMERCIO DE TEXTEIS, VESTUARIO, CALCADOS E ARTIGOS DE VIAGEM",Varejo,COMÉRCIO VAREJISTA
47,04229325000100,2,4723700,"COMERCIO VAREJISTA DE DOCES, BALAS, BOMBONS E SEMELHANTES",Varejo,COMÉRCIO VAREJISTA
47,04229325000100,1,4721104,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,04229325000100,3,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,04229325000100,4,4772500,"COMERCIO VAREJISTA DE MERCADORIAS EM GERAL, COM PREDOMINANCIA DE PRODUTOS ALIMENTICIOS  MINIMERCADOS, MERCEARIAS E ARMAZENS",Varejo,COMÉRCIO VAREJISTA
47,04229325000100,0,4712100,COMERCIO VAREJISTA DE BEBIDAS,Varejo,COMÉRCIO VAREJISTA
47,13094373000110,1,4781400,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",Varejo,COMÉRCIO VAREJISTA
47,78167046006470,0,4771701,"COMERCIO VAREJISTA DE PRODUTOS FARMACEUTICOS, SEM MANIPULACAO DE FORMULAS",Varejo,COMÉRCIO VAREJISTA
47,08664106000100,0,4751200,COMERCIO VAREJISTA ESPECIALIZADO DE EQUIPAMENTOS E SUPRIMENTOS DE INFORMATICA,Varejo,COMÉRCIO VAREJISTA
47,14166241000110,2,4781400,"CONFECCAO, SOB MEDIDA, DE PECAS DO VESTUARIO, EXCETO ROUPAS INTIMAS",Varejo,COMÉRCIO VAREJISTA
47,16509232000100,3,4789001,"COMERCIO VAREJISTA DE SUVENIRES, BIJUTERIAS E ARTESANATOS",Varejo,COMÉRCIO VAREJISTA
47,09615057000170,0,4744099,COMERCIO VAREJISTA DE MATERIAIS DE CONSTRUCAO EM GERAL,Varejo,COMÉRCIO VAREJISTA
47,16832371000170,0,4724500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,07204953000110,0,4713002,"LOJAS DE VARIEDADES, EXCETO LOJAS DE DEPARTAMENTOS OU MAGAZINES",Varejo,COMÉRCIO VAREJISTA
47,16832371000170,1,4781400,COMERCIO VAREJISTA DE HORTIFRUTIGRANJEIROS,Varejo,COMÉRCIO VAREJISTA
47,12716311000130,1,4774100,FABRICACAO DE PRODUTOS DIVERSOS NAO ESPECIFICADOS ANTERIORMENTE,Varejo,COMÉRCIO VAREJISTA
47,16509232000100,1,4772500,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
47,16509232000100,2,4781400,"COMERCIO VAREJISTA DE COSMETICOS, PRODUTOS DE PERFUMARIA E DE HIGIENE PESSOAL",Varejo,COMÉRCIO VAREJISTA
47,62427042000160,0,4781400,COMERCIO VAREJISTA DE ARTIGOS DO VESTUARIO E ACESSORIOS,Varejo,COMÉRCIO VAREJISTA
